Property_ID,Property,Community,Developer,Property_Type,Bedrooms,Price_AED,ROI,Rental_Yield,Expected_Appreciation,Risk
PID-01543,Harbour Residences,JVC,DAMAC,Villa,4 BR,998052,9.5%,7.6%,Medium,Medium
PID-01544,Marina Collection,JVC,Emaar,Townhouse,3 BR,1747694,8.1%,7.6%,Medium,Medium
PID-01545,Infinity Vista,JVC,Binghatti,Villa,4 BR,1826701,9.5%,8.2%,Medium,Medium
PID-01546,Creek Vista,Dubai Marina,DAMAC,Villa,4 BR,4540891,7.4%,7.3%,High,Low
PID-01547,Palm Gardens,JVC,Sobha Realty,Villa,1 BR,974474,10.0%,8.9%,Medium,Medium
PID-01548,Canal Tower,Business Bay,DAMAC,Townhouse,4 BR,2569387,8.4%,6.5%,High,Low
PID-01549,Royal Horizon,JVC,Danube,Apartment,3 BR,671256,9.7%,8.1%,Medium,Medium
PID-01550,Skyline One,JVC,Binghatti,Townhouse,2 BR,976824,8.4%,7.9%,Medium,Medium
PID-01551,Vista Living,Dubai Marina,Binghatti,Apartment,Studio,2297645,7.7%,8.4%,High,Low
PID-01552,Central Place,JVC,Binghatti,Townhouse,1 BR,1058679,8.4%,8.7%,Medium,Medium
PID-01553,Park Collection,Business Bay,Sobha Realty,Townhouse,1 BR,2010025,7.2%,7.3%,High,Low
PID-01554,Creek Vista,Dubai Marina,Emaar,Villa,4 BR,3131404,8.6%,7.9%,High,Low
PID-01555,Harbour Point,JVC,Danube,Townhouse,3 BR,1476709,9.0%,7.5%,Medium,Medium
PID-01556,Azure Point,JVC,DAMAC,Apartment,3 BR,763722,9.6%,7.6%,Medium,Medium
PID-01557,Harbour Residences,JVC,Danube,Apartment,Studio,1150338,9.0%,8.1%,Medium,Medium
PID-01558,Vista Central,JVC,Sobha Realty,Townhouse,3 BR,1384690,8.9%,8.9%,Medium,Medium
PID-01559,Canal Point,Business Bay,Binghatti,Villa,1 BR,2524636,8.1%,7.2%,High,Low
PID-01560,Harbour One,JVC,Binghatti,Apartment,3 BR,841666,9.3%,8.8%,Medium,Medium
PID-01561,Elite Vista,JVC,DAMAC,Townhouse,Studio,1815936,9.5%,8.9%,Medium,Medium
PID-01562,Skyline Living,Dubai Marina,DAMAC,Apartment,Studio,1698534,7.9%,7.3%,High,Low
PID-01563,Ocean View,Dubai Marina,Sobha Realty,Townhouse,Studio,3041235,7.3%,7.8%,High,Low
PID-01564,Azure Residence,Business Bay,DAMAC,Villa,3 BR,4272036,8.8%,6.7%,High,Low
PID-01565,Marina Gardens,JVC,Emaar,Villa,1 BR,1907720,8.9%,8.2%,Medium,Medium
PID-01566,Skyline Living,JVC,Emaar,Townhouse,1 BR,1586294,9.3%,8.4%,Medium,Medium
PID-01567,Creek Place,Business Bay,Danube,Villa,3 BR,1469973,7.4%,6.8%,High,Low
PID-01568,Elite Collection,Business Bay,Sobha Realty,Apartment,Studio,3052420,7.6%,6.6%,High,Low
PID-01569,Ocean Living,JVC,Emaar,Apartment,3 BR,1465205,8.1%,7.6%,Medium,Medium
PID-01570,Vista Tower,Business Bay,Sobha Realty,Townhouse,2 BR,4354570,8.5%,7.0%,High,Low
PID-01571,Harbour Collection,Business Bay,Emaar,Apartment,Studio,4199241,8.1%,6.7%,High,Low
PID-01572,Infinity View,JVC,DAMAC,Villa,2 BR,1762209,9.9%,8.7%,Medium,Medium
PID-01573,Marina Collection,JVC,Binghatti,Villa,Studio,1687852,8.5%,7.9%,Medium,Medium
PID-01574,Ocean Central,Dubai Marina,Binghatti,Apartment,3 BR,2588828,8.9%,6.5%,High,Low
PID-01575,Palm Horizon,JVC,Danube,Townhouse,Studio,1074788,8.8%,8.3%,Medium,Medium
PID-01576,Harbour Gardens,Business Bay,DAMAC,Villa,2 BR,3114643,8.2%,6.7%,High,Low
PID-01577,Grand Central,Dubai Marina,Danube,Townhouse,3 BR,4352194,8.5%,8.1%,High,Low
PID-01578,Royal Park,Dubai Marina,Danube,Apartment,2 BR,2343732,8.2%,8.3%,High,Low
PID-01579,Elite Tower,JVC,Emaar,Apartment,1 BR,1209182,8.6%,7.7%,Medium,Medium
PID-01580,Elite Square,Business Bay,Emaar,Villa,1 BR,4424433,7.4%,7.8%,High,Low
PID-01581,Canal Residence,Business Bay,Danube,Villa,1 BR,2573088,7.5%,6.8%,High,Low
PID-01582,Ocean Gardens,Dubai Marina,Sobha Realty,Apartment,1 BR,2597343,8.1%,7.8%,High,Low
PID-01583,Harbour Collection,JVC,DAMAC,Villa,3 BR,776803,9.1%,8.4%,Medium,Medium
PID-01584,Royal Point,Dubai Marina,Sobha Realty,Villa,2 BR,3956550,7.5%,7.9%,High,Low
PID-01585,Royal Square,Business Bay,Emaar,Apartment,3 BR,3651714,7.5%,6.7%,High,Low
PID-01586,Park Point,Dubai Marina,DAMAC,Apartment,4 BR,4493249,7.1%,7.0%,High,Low
PID-01587,The View,JVC,Emaar,Apartment,Studio,1033251,9.1%,8.3%,Medium,Medium
PID-01588,Ocean Place,Business Bay,Binghatti,Villa,1 BR,2090565,7.5%,6.7%,High,Low
PID-01589,Royal Heights,Dubai Marina,Danube,Apartment,1 BR,2918466,7.6%,7.0%,High,Low
PID-01590,Palm Tower,Business Bay,Danube,Villa,2 BR,4138836,7.6%,6.6%,High,Low
PID-01591,Park Park,Dubai Marina,Danube,Townhouse,4 BR,4562930,7.0%,7.3%,High,Low
PID-01592,Central Vista,Dubai Marina,Emaar,Villa,4 BR,4114141,7.9%,7.1%,High,Low
PID-01593,Ocean Collection,Business Bay,Emaar,Townhouse,4 BR,2612026,7.4%,6.9%,High,Low
PID-01594,Creek Gardens,Dubai Marina,Sobha Realty,Apartment,2 BR,2456480,7.3%,6.5%,High,Low
PID-01595,Vista Park,JVC,DAMAC,Apartment,Studio,1467094,8.8%,7.7%,Medium,Medium
PID-01596,Royal Park,Business Bay,Binghatti,Villa,2 BR,3854936,8.6%,7.8%,High,Low
PID-01597,The View,Dubai Marina,Binghatti,Apartment,1 BR,2221364,8.7%,8.4%,High,Low
PID-01598,Infinity View,JVC,Emaar,Villa,4 BR,1784097,8.4%,8.9%,Medium,Medium
PID-01599,Azure Vista,JVC,DAMAC,Townhouse,Studio,769091,8.7%,7.7%,Medium,Medium
PID-01600,Skyline Point,JVC,Emaar,Apartment,1 BR,766647,9.7%,8.3%,Medium,Medium
PID-01601,Creek Central,Dubai Marina,Emaar,Villa,3 BR,4354783,7.7%,6.6%,High,Low
PID-01602,Ocean One,Dubai Marina,Sobha Realty,Townhouse,1 BR,2720244,7.5%,7.6%,High,Low
PID-01603,Canal Place,Dubai Marina,Danube,Apartment,Studio,3606516,8.1%,7.1%,High,Low
PID-01604,Azure View,Dubai Marina,DAMAC,Villa,2 BR,4067752,8.8%,8.1%,High,Low
PID-01605,Park Vista,Dubai Marina,Sobha Realty,Apartment,3 BR,3750513,7.6%,7.9%,High,Low
PID-01606,Park One,Business Bay,Binghatti,Villa,3 BR,2493542,8.6%,7.9%,High,Low
PID-01607,Ocean View,JVC,Binghatti,Apartment,4 BR,873512,8.2%,7.9%,Medium,Medium
PID-01608,Vista Residence,JVC,Sobha Realty,Townhouse,3 BR,1922528,9.9%,7.7%,Medium,Medium
PID-01609,Creek Living,Business Bay,Danube,Villa,4 BR,2483211,7.6%,7.2%,High,Low
PID-01610,Skyline View,JVC,Danube,Apartment,1 BR,1103350,9.9%,7.7%,Medium,Medium
PID-01611,Park Collection,JVC,Danube,Apartment,1 BR,1116582,8.8%,9.0%,Medium,Medium
PID-01612,Palm Gardens,JVC,Danube,Townhouse,4 BR,762502,8.2%,7.8%,Medium,Medium
PID-01613,Park Vista,Business Bay,Binghatti,Apartment,Studio,2161472,8.6%,8.1%,High,Low
PID-01614,Creek Square,Business Bay,Emaar,Apartment,4 BR,1933845,8.6%,7.8%,High,Low
PID-01615,Skyline Tower,Business Bay,Binghatti,Townhouse,2 BR,3087022,7.7%,6.5%,High,Low
PID-01616,Park One,Business Bay,Danube,Townhouse,Studio,3561763,7.3%,7.8%,High,Low
PID-01617,Park Central,Dubai Marina,Binghatti,Apartment,1 BR,3496344,7.5%,8.4%,High,Low
PID-01618,Vista Collection,Business Bay,Binghatti,Townhouse,2 BR,1980607,7.4%,7.8%,High,Low
PID-01619,Canal Living,Dubai Marina,DAMAC,Apartment,4 BR,3348769,7.3%,8.0%,High,Low
PID-01620,Ocean Square,Dubai Marina,Binghatti,Villa,4 BR,3312572,8.2%,8.2%,High,Low
PID-01621,Skyline Heights,JVC,DAMAC,Townhouse,2 BR,1332792,8.4%,8.9%,Medium,Medium
PID-01622,Park Park,Dubai Marina,Binghatti,Apartment,2 BR,4314421,8.3%,6.5%,High,Low
PID-01623,Grand Gardens,Dubai Marina,DAMAC,Apartment,4 BR,1917061,8.1%,8.4%,High,Low
PID-01624,Royal View,Business Bay,DAMAC,Townhouse,Studio,3218314,8.6%,7.8%,High,Low
PID-01625,Vista Residence,Business Bay,DAMAC,Apartment,1 BR,3166215,7.1%,7.8%,High,Low
PID-01626,Royal Central,Dubai Marina,Binghatti,Villa,1 BR,4812943,7.0%,8.3%,High,Low
PID-01627,Creek Heights,JVC,Binghatti,Villa,4 BR,1150336,8.2%,8.1%,Medium,Medium
PID-01628,Palm Gardens,Dubai Marina,Danube,Townhouse,3 BR,3808830,7.5%,8.0%,High,Low
PID-01629,Creek Central,Business Bay,Danube,Townhouse,2 BR,2171246,8.6%,7.8%,High,Low
PID-01630,Royal Residence,Dubai Marina,DAMAC,Townhouse,2 BR,3289736,8.1%,7.6%,High,Low
PID-01631,Park Residences,JVC,Danube,Townhouse,2 BR,1576968,8.3%,8.9%,Medium,Medium
PID-01632,Azure Vista,Business Bay,Sobha Realty,Apartment,2 BR,4019636,8.0%,6.8%,High,Low
PID-01633,Azure Gardens,Dubai Marina,Sobha Realty,Apartment,2 BR,4364281,7.9%,6.8%,High,Low
PID-01634,Skyline Park,Business Bay,Sobha Realty,Villa,1 BR,3512364,7.9%,7.6%,High,Low
PID-01635,Harbour Residence,Dubai Marina,Binghatti,Villa,Studio,1884305,7.2%,7.1%,High,Low
PID-01636,Ocean Park,Business Bay,Emaar,Apartment,3 BR,2787351,7.7%,7.9%,High,Low
PID-01637,Skyline View,Dubai Marina,Sobha Realty,Villa,3 BR,4256335,8.8%,8.3%,High,Low
PID-01638,Ocean Central,JVC,DAMAC,Villa,2 BR,1619171,9.8%,7.8%,Medium,Medium
PID-01639,Elite Heights,Business Bay,Sobha Realty,Townhouse,Studio,3741081,7.1%,6.6%,High,Low
PID-01640,Park Gardens,Business Bay,Binghatti,Villa,Studio,2377902,8.1%,7.2%,High,Low
PID-01641,Skyline Heights,Dubai Marina,Danube,Villa,3 BR,3142992,8.4%,6.6%,High,Low
PID-01642,Azure Residence,JVC,Emaar,Townhouse,3 BR,1887246,9.2%,8.5%,Medium,Medium
PID-01643,Park Tower,JVC,Sobha Realty,Townhouse,4 BR,1072494,9.3%,9.0%,Medium,Medium
PID-01644,Vista Tower,Dubai Marina,Danube,Villa,3 BR,4549067,7.2%,6.8%,High,Low
PID-01645,Canal Residence,Dubai Marina,Danube,Townhouse,2 BR,2847803,7.9%,7.7%,High,Low
PID-01646,Elite View,Business Bay,Sobha Realty,Villa,Studio,3710364,8.6%,6.9%,High,Low
PID-01647,Palm Park,Dubai Marina,Sobha Realty,Townhouse,3 BR,2813677,8.3%,7.6%,High,Low
PID-01648,Creek Park,Business Bay,DAMAC,Townhouse,1 BR,2383022,7.2%,7.6%,High,Low
PID-01649,Royal Point,Business Bay,Binghatti,Apartment,3 BR,1984380,7.7%,7.5%,High,Low
PID-01650,Creek Residence,Business Bay,Sobha Realty,Townhouse,3 BR,3520355,8.5%,8.1%,High,Low
PID-01651,Infinity Point,JVC,Emaar,Apartment,2 BR,730307,8.1%,8.6%,Medium,Medium
PID-01652,Palm Point,JVC,DAMAC,Villa,3 BR,1687219,9.0%,8.7%,Medium,Medium
PID-01653,Central Place,Dubai Marina,Binghatti,Apartment,2 BR,4578041,7.1%,8.1%,High,Low
PID-01654,Azure Vista,Business Bay,DAMAC,Apartment,3 BR,2313350,7.8%,8.1%,High,Low
PID-01655,Royal Residences,JVC,Binghatti,Apartment,Studio,1634127,9.5%,7.9%,Medium,Medium
PID-01656,Azure Park,JVC,DAMAC,Apartment,3 BR,1699251,9.0%,8.2%,Medium,Medium
PID-01657,Azure Living,JVC,DAMAC,Apartment,3 BR,986906,8.2%,7.5%,Medium,Medium
PID-01658,Ocean Vista,Dubai Marina,Emaar,Apartment,3 BR,3781563,7.7%,8.5%,High,Low
PID-01659,Grand Residences,JVC,Binghatti,Apartment,2 BR,1729517,9.5%,7.7%,Medium,Medium
PID-01660,Azure Collection,JVC,Danube,Townhouse,4 BR,1624638,8.6%,7.6%,Medium,Medium
PID-01661,Royal Central,Dubai Marina,Danube,Villa,Studio,4222203,7.8%,7.9%,High,Low
PID-01662,Creek Park,Business Bay,Emaar,Townhouse,Studio,4350107,7.3%,7.3%,High,Low
PID-01663,Azure Gardens,Dubai Marina,DAMAC,Villa,Studio,2232087,7.2%,6.6%,High,Low
PID-01664,Azure Living,JVC,Binghatti,Apartment,3 BR,1212822,9.3%,7.5%,Medium,Medium
PID-01665,Park Park,Business Bay,Danube,Townhouse,1 BR,2820125,8.1%,7.4%,High,Low
PID-01666,Grand Collection,Dubai Marina,Emaar,Apartment,Studio,2470908,8.3%,7.4%,High,Low
PID-01667,Skyline Horizon,Dubai Marina,Danube,Apartment,1 BR,3104974,7.8%,7.1%,High,Low
PID-01668,Grand Vista,JVC,Danube,Villa,Studio,1421498,9.5%,8.3%,Medium,Medium
PID-01669,Azure Horizon,JVC,DAMAC,Apartment,3 BR,1305937,8.0%,8.4%,Medium,Medium
PID-01670,Creek Residences,JVC,Emaar,Villa,Studio,916971,8.0%,8.6%,Medium,Medium
PID-01671,Palm Living,JVC,Sobha Realty,Apartment,1 BR,1064614,9.3%,9.0%,Medium,Medium
PID-01672,Grand Living,Business Bay,Binghatti,Townhouse,4 BR,1594407,8.4%,6.6%,High,Low
PID-01673,Azure Heights,JVC,Binghatti,Apartment,2 BR,1453149,9.3%,8.8%,Medium,Medium
PID-01674,Skyline Place,JVC,DAMAC,Villa,2 BR,1134639,8.1%,7.5%,Medium,Medium
PID-01675,Central Place,Business Bay,Danube,Villa,3 BR,2201513,8.2%,8.0%,High,Low
PID-01676,Park Collection,JVC,DAMAC,Townhouse,3 BR,760105,8.1%,8.5%,Medium,Medium
PID-01677,Marina Residences,JVC,Emaar,Apartment,2 BR,960680,8.4%,8.3%,Medium,Medium
PID-01678,Park Place,JVC,Danube,Apartment,Studio,1126583,8.6%,7.5%,Medium,Medium
PID-01679,Royal Square,Business Bay,Emaar,Apartment,4 BR,4397809,8.5%,6.8%,High,Low
PID-01680,The View,Business Bay,DAMAC,Townhouse,2 BR,1743863,8.2%,7.6%,High,Low
PID-01681,Canal Place,Business Bay,Emaar,Apartment,1 BR,3082389,8.4%,7.7%,High,Low
PID-01682,Vista Vista,JVC,DAMAC,Apartment,2 BR,1725820,8.3%,8.2%,Medium,Medium
PID-01683,Harbour View,JVC,Emaar,Villa,Studio,1059011,8.0%,8.6%,Medium,Medium
PID-01684,Canal Collection,Dubai Marina,DAMAC,Apartment,3 BR,4356229,7.9%,7.6%,High,Low
PID-01685,Marina Tower,Business Bay,Sobha Realty,Apartment,Studio,2080108,7.8%,8.2%,High,Low
PID-01686,Elite Residences,Dubai Marina,Binghatti,Villa,2 BR,3544691,7.3%,7.7%,High,Low
PID-01687,Marina Living,JVC,Emaar,Townhouse,3 BR,1904326,8.6%,8.2%,Medium,Medium
PID-01688,Creek Residence,Business Bay,DAMAC,Townhouse,Studio,4140357,7.3%,7.7%,High,Low
PID-01689,The Square,JVC,Binghatti,Townhouse,2 BR,1293450,9.9%,7.7%,Medium,Medium
PID-01690,Azure Tower,JVC,Sobha Realty,Villa,1 BR,658715,8.7%,8.2%,Medium,Medium
PID-01691,Royal Horizon,JVC,Sobha Realty,Townhouse,Studio,1512719,9.3%,8.5%,Medium,Medium
PID-01692,Skyline Horizon,Business Bay,Emaar,Townhouse,3 BR,1963635,8.0%,7.7%,High,Low
PID-01693,Azure Point,Dubai Marina,Emaar,Townhouse,4 BR,2664106,7.4%,8.3%,High,Low
PID-01694,Elite Living,Dubai Marina,Emaar,Townhouse,Studio,4963481,7.1%,6.8%,High,Low
PID-01695,Harbour Place,JVC,Sobha Realty,Apartment,2 BR,1621645,9.7%,8.0%,Medium,Medium
PID-01696,Royal Point,JVC,Sobha Realty,Apartment,4 BR,1274453,9.7%,8.2%,Medium,Medium
PID-01697,Canal Place,Business Bay,DAMAC,Apartment,Studio,1309166,7.8%,7.9%,High,Low
PID-01698,Vista Gardens,JVC,Danube,Villa,1 BR,1872453,9.5%,8.3%,Medium,Medium
PID-01699,Vista Residences,Dubai Marina,DAMAC,Apartment,Studio,4290462,8.4%,7.5%,High,Low
PID-01700,Canal Gardens,Dubai Marina,Emaar,Townhouse,3 BR,1591623,8.2%,6.6%,High,Low
PID-01701,Elite Gardens,Business Bay,Sobha Realty,Apartment,4 BR,1785725,8.1%,6.7%,High,Low
PID-01702,Canal Residences,JVC,DAMAC,Apartment,1 BR,1185866,10.0%,9.0%,Medium,Medium
PID-01703,Skyline Vista,Business Bay,Emaar,Apartment,2 BR,2537640,7.3%,7.7%,High,Low
PID-01704,The Point,Business Bay,Danube,Townhouse,Studio,3886107,8.4%,8.0%,High,Low
PID-01705,Skyline Place,Business Bay,DAMAC,Townhouse,3 BR,1804092,7.8%,6.9%,High,Low
PID-01706,Azure Vista,Dubai Marina,DAMAC,Townhouse,1 BR,4592804,7.8%,7.7%,High,Low
PID-01707,Park Place,Dubai Marina,Binghatti,Townhouse,4 BR,4413494,7.2%,7.8%,High,Low
PID-01708,Marina View,JVC,Emaar,Townhouse,4 BR,1601443,8.8%,8.7%,Medium,Medium
PID-01709,Skyline Point,JVC,Binghatti,Apartment,4 BR,1911682,9.8%,8.3%,Medium,Medium
PID-01710,Central Point,Business Bay,Binghatti,Apartment,4 BR,2132068,7.2%,7.1%,High,Low
PID-01711,Palm Tower,JVC,Sobha Realty,Villa,2 BR,1318194,8.6%,7.6%,Medium,Medium
PID-01712,The Horizon,Dubai Marina,Danube,Villa,Studio,4906744,8.9%,7.1%,High,Low
PID-01713,Azure Vista,Dubai Marina,Binghatti,Apartment,3 BR,4124836,8.0%,6.5%,High,Low
PID-01714,Creek Residence,JVC,Danube,Villa,4 BR,1770681,8.3%,8.2%,Medium,Medium
PID-01715,Vista Living,JVC,DAMAC,Villa,2 BR,1715139,8.0%,8.7%,Medium,Medium
PID-01716,Vista Horizon,JVC,Emaar,Villa,4 BR,1929221,9.9%,8.7%,Medium,Medium
PID-01717,Creek Square,Business Bay,Danube,Apartment,Studio,2639815,8.2%,8.1%,High,Low
PID-01718,Grand Park,Business Bay,DAMAC,Townhouse,4 BR,1737848,8.4%,6.7%,High,Low
PID-01719,Park Gardens,JVC,Sobha Realty,Villa,2 BR,1942751,9.8%,8.2%,Medium,Medium
PID-01720,Marina Place,JVC,DAMAC,Apartment,3 BR,962373,9.7%,7.8%,Medium,Medium
PID-01721,Creek Central,JVC,DAMAC,Townhouse,4 BR,1882787,9.5%,8.2%,Medium,Medium
PID-01722,Ocean View,Business Bay,Sobha Realty,Apartment,4 BR,3558729,7.7%,6.9%,High,Low
PID-01723,Vista Park,JVC,Sobha Realty,Townhouse,2 BR,1620772,9.5%,8.5%,Medium,Medium
PID-01724,Vista Tower,Dubai Marina,Danube,Villa,3 BR,4862560,8.2%,8.2%,High,Low
PID-01725,Infinity Gardens,Dubai Marina,Emaar,Villa,3 BR,2236030,7.2%,7.5%,High,Low
PID-01726,Marina Vista,Dubai Marina,Emaar,Townhouse,4 BR,3045443,7.0%,8.3%,High,Low
PID-01727,Palm Square,JVC,Danube,Villa,1 BR,1698477,8.9%,7.5%,Medium,Medium
PID-01728,Harbour Residence,Dubai Marina,Sobha Realty,Villa,2 BR,4610994,8.7%,7.9%,High,Low
PID-01729,Grand Horizon,Business Bay,Emaar,Villa,2 BR,4177174,8.0%,7.1%,High,Low
PID-01730,The View,Business Bay,DAMAC,Townhouse,2 BR,1510979,8.4%,6.8%,High,Low
PID-01731,Central Gardens,Business Bay,Danube,Townhouse,4 BR,3820343,8.4%,6.8%,High,Low
PID-01732,Infinity One,Business Bay,DAMAC,Apartment,Studio,2513891,7.2%,8.0%,High,Low
PID-01733,Elite Vista,Dubai Marina,Emaar,Villa,3 BR,3189394,7.2%,7.2%,High,Low
PID-01734,Park Point,JVC,Binghatti,Villa,2 BR,1443917,9.9%,7.6%,Medium,Medium
PID-01735,Park Square,Business Bay,DAMAC,Apartment,3 BR,3016743,7.2%,7.5%,High,Low
PID-01736,Ocean Central,Business Bay,DAMAC,Townhouse,2 BR,2187775,7.2%,7.5%,High,Low
PID-01737,Creek Park,JVC,Sobha Realty,Apartment,Studio,1962377,9.0%,8.3%,Medium,Medium
PID-01738,Infinity Central,Business Bay,Binghatti,Villa,1 BR,2527367,8.4%,7.0%,High,Low
PID-01739,Marina Tower,Business Bay,Binghatti,Villa,4 BR,4457555,7.4%,7.9%,High,Low
PID-01740,Elite Gardens,Business Bay,Emaar,Villa,2 BR,3452414,7.5%,6.6%,High,Low
PID-01741,Creek Collection,Business Bay,Sobha Realty,Villa,2 BR,2750485,7.6%,6.6%,High,Low
PID-01742,Grand One,Dubai Marina,Emaar,Villa,3 BR,3223638,7.5%,7.1%,High,Low
PID-01743,Azure Park,Business Bay,Binghatti,Villa,3 BR,2135619,8.0%,6.8%,High,Low
PID-01744,The Gardens,JVC,Sobha Realty,Townhouse,1 BR,1869528,9.8%,7.8%,Medium,Medium
PID-01745,Marina Horizon,Dubai Marina,DAMAC,Villa,2 BR,1820099,8.3%,6.9%,High,Low
PID-01746,Palm Gardens,JVC,Danube,Apartment,Studio,1015395,8.2%,8.3%,Medium,Medium
PID-01747,Central Residences,Dubai Marina,Binghatti,Apartment,4 BR,3291539,8.7%,7.8%,High,Low
PID-01748,Palm Place,Dubai Marina,Danube,Townhouse,1 BR,1823870,7.8%,7.6%,High,Low
PID-01749,The Gardens,Dubai Marina,Danube,Apartment,3 BR,4121017,8.9%,7.4%,High,Low
PID-01750,Royal Residences,Dubai Marina,Emaar,Townhouse,1 BR,2348981,8.3%,8.1%,High,Low
PID-01751,Skyline Central,JVC,Binghatti,Townhouse,1 BR,668573,8.6%,7.5%,Medium,Medium
PID-01752,Ocean Horizon,Business Bay,Binghatti,Apartment,3 BR,1448411,8.8%,8.0%,High,Low
PID-01753,Azure Central,Dubai Marina,Binghatti,Apartment,2 BR,3897691,8.7%,6.9%,High,Low
PID-01754,Creek Collection,Business Bay,Binghatti,Villa,2 BR,2124169,7.9%,7.2%,High,Low
PID-01755,Ocean Gardens,JVC,Emaar,Apartment,2 BR,952503,8.8%,8.0%,Medium,Medium
PID-01756,Infinity Residence,Business Bay,Sobha Realty,Villa,3 BR,1278647,7.3%,7.0%,High,Low
PID-01757,Vista Point,Dubai Marina,Binghatti,Villa,3 BR,2741730,7.2%,6.9%,High,Low
PID-01758,Canal Place,Business Bay,Sobha Realty,Villa,Studio,3768408,8.1%,8.1%,High,Low
PID-01759,Harbour Residences,Dubai Marina,Sobha Realty,Apartment,Studio,2685795,8.6%,6.8%,High,Low
PID-01760,Marina Point,Dubai Marina,Danube,Apartment,3 BR,3063735,8.8%,8.5%,High,Low
PID-01761,The Residence,Business Bay,Binghatti,Apartment,1 BR,2028261,7.7%,6.7%,High,Low
PID-01762,Grand Collection,Dubai Marina,Emaar,Townhouse,2 BR,4610541,8.9%,7.7%,High,Low
PID-01763,Elite Residence,JVC,Sobha Realty,Townhouse,Studio,1871842,8.6%,7.9%,Medium,Medium
PID-01764,Skyline View,Dubai Marina,Emaar,Townhouse,3 BR,3899219,7.7%,6.9%,High,Low
PID-01765,Palm Horizon,JVC,DAMAC,Apartment,3 BR,1198289,10.0%,7.8%,Medium,Medium
PID-01766,Park One,JVC,Danube,Villa,1 BR,1321899,8.1%,7.8%,Medium,Medium
PID-01767,Harbour Collection,Business Bay,Binghatti,Apartment,Studio,4481189,8.5%,7.9%,High,Low
PID-01768,Skyline Horizon,Dubai Marina,Danube,Villa,4 BR,3939676,8.0%,7.4%,High,Low
PID-01769,Ocean Living,JVC,Sobha Realty,Villa,4 BR,1180151,9.9%,8.2%,Medium,Medium
PID-01770,Azure Point,JVC,Sobha Realty,Villa,3 BR,1131826,8.9%,8.8%,Medium,Medium
PID-01771,Skyline Square,Dubai Marina,Emaar,Villa,2 BR,1733508,7.7%,7.0%,High,Low
PID-01772,Marina Park,JVC,Emaar,Townhouse,4 BR,1477451,9.5%,7.6%,Medium,Medium
PID-01773,Ocean Square,Business Bay,Sobha Realty,Townhouse,3 BR,3947569,7.5%,8.0%,High,Low
PID-01774,Central Residences,JVC,Danube,Townhouse,4 BR,822721,8.9%,8.0%,Medium,Medium
PID-01775,Skyline Residence,JVC,Sobha Realty,Townhouse,4 BR,932128,9.9%,8.1%,Medium,Medium
PID-01776,Elite Gardens,JVC,Binghatti,Villa,4 BR,761499,9.4%,8.6%,Medium,Medium
PID-01777,Central Park,JVC,Binghatti,Apartment,3 BR,1470180,9.9%,8.3%,Medium,Medium
PID-01778,Creek Central,Dubai Marina,Emaar,Apartment,3 BR,3992890,7.4%,6.7%,High,Low
PID-01779,Vista One,JVC,Sobha Realty,Apartment,2 BR,1497539,8.0%,8.2%,Medium,Medium
PID-01780,Grand View,JVC,Sobha Realty,Villa,3 BR,910820,9.7%,7.9%,Medium,Medium
PID-01781,The Heights,Dubai Marina,Binghatti,Villa,2 BR,4792359,8.8%,7.1%,High,Low
PID-01782,Grand Residences,Business Bay,Emaar,Villa,3 BR,3888450,8.7%,7.2%,High,Low
PID-01783,Park Place,Business Bay,DAMAC,Villa,3 BR,2048026,8.7%,6.5%,High,Low
PID-01784,Royal Heights,Business Bay,DAMAC,Villa,4 BR,3026176,7.5%,8.1%,High,Low
PID-01785,Skyline View,Business Bay,Emaar,Villa,3 BR,4033541,8.3%,6.6%,High,Low
PID-01786,The Heights,JVC,Binghatti,Apartment,4 BR,1190390,9.6%,8.9%,Medium,Medium
PID-01787,Elite Park,Business Bay,Binghatti,Villa,2 BR,1583686,8.4%,7.5%,High,Low
PID-01788,Grand Residences,Business Bay,Sobha Realty,Villa,1 BR,1624256,7.1%,7.4%,High,Low
PID-01789,Palm Residences,JVC,Binghatti,Apartment,4 BR,1468312,9.3%,8.3%,Medium,Medium
PID-01790,Vista Residence,Business Bay,Emaar,Apartment,Studio,1796738,7.1%,8.0%,High,Low
PID-01791,Skyline Park,Dubai Marina,Emaar,Villa,4 BR,2057542,8.0%,8.4%,High,Low
PID-01792,Infinity Vista,Dubai Marina,Emaar,Villa,1 BR,4787935,7.8%,7.9%,High,Low
PID-01793,The Park,Business Bay,Sobha Realty,Apartment,3 BR,1763371,7.6%,7.9%,High,Low
PID-01794,Royal Central,Dubai Marina,Danube,Townhouse,Studio,4615002,7.6%,8.1%,High,Low
PID-01795,The Place,Dubai Marina,Binghatti,Townhouse,4 BR,2302705,7.2%,7.5%,High,Low
PID-01796,Harbour Square,Dubai Marina,Binghatti,Villa,2 BR,2355975,7.7%,7.7%,High,Low
PID-01797,Royal Vista,Dubai Marina,Binghatti,Townhouse,2 BR,2396700,8.5%,6.5%,High,Low
PID-01798,Infinity Park,Business Bay,DAMAC,Villa,3 BR,3775629,7.4%,7.3%,High,Low
PID-01799,Park Horizon,Business Bay,Danube,Villa,Studio,1406831,7.4%,6.5%,High,Low
PID-01800,Park Central,Business Bay,Binghatti,Apartment,1 BR,1266223,7.9%,6.8%,High,Low
